"Date","Source","Site ID","POC","Daily Max 8-hour Ozone Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"01/25/2021","AirNow","060070007","1","0.036","ppm","33","Paradise - Airport","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.708454","-121.617309"
"01/26/2021","AirNow","060070007","1","0.036","ppm","33","Paradise - Airport","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.708454","-121.617309"
"01/27/2021","AirNow","060070007","1","0.036","ppm","33","Paradise - Airport","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.708454","-121.617309"
"01/28/2021","AirNow","060070007","1","0.036","ppm","33","Paradise - Airport","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.708454","-121.617309"
"01/29/2021","AirNow","060070007","1","0.033","ppm","31","Paradise - Airport","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.708454","-121.617309"
"01/30/2021","AirNow","060070007","1","0.035","ppm","32","Paradise - Airport","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.708454","-121.617309"
"01/31/2021","AirNow","060070007","1","0.034","ppm","31","Paradise - Airport","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.708454","-121.617309"
"02/01/2021","AirNow","060070007","1","0.036","ppm","33","Paradise - Airport","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.708454","-121.617309"
"02/02/2021","AirNow","060070007","1","0.032","ppm","30","Paradise - Airport","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.708454","-121.617309"
"02/03/2021","AirNow","060070007","1","0.048","ppm","44","Paradise - Airport","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.708454","-121.617309"
"02/04/2021","AirNow","060070007","1","0.049","ppm","45","Paradise - Airport","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.708454","-121.617309"
"02/05/2021","AirNow","060070007","1","0.044","ppm","41","Paradise - Airport","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.708454","-121.617309"
"02/06/2021","AirNow","060070007","1","0.043","ppm","40","Paradise - Airport","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.708454","-121.617309"
"02/07/2021","AirNow","060070007","1","0.038","ppm","35","Paradise - Airport","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.708454","-121.617309"
"02/08/2021","AirNow","060070007","1","0.036","ppm","33","Paradise - Airport","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.708454","-121.617309"
"02/09/2021","AirNow","060070007","1","0.04","ppm","37","Paradise - Airport","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.708454","-121.617309"
"02/10/2021","AirNow","060070007","1","0.038","ppm","35","Paradise - Airport","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.708454","-121.617309"
"02/11/2021","AirNow","060070007","1","0.031","ppm","29","Paradise - Airport","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.708454","-121.617309"
"02/12/2021","AirNow","060070007","1","0.033","ppm","31","Paradise - Airport","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.708454","-121.617309"
"02/13/2021","AirNow","060070007","1","0.039","ppm","36","Paradise - Airport","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.708454","-121.617309"
"02/14/2021","AirNow","060070007","1","0.034","ppm","31","Paradise - Airport","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.708454","-121.617309"
"02/15/2021","AirNow","060070007","1","0.028","ppm","26","Paradise - Airport","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.708454","-121.617309"
"02/16/2021","AirNow","060070007","1","0.04","ppm","37","Paradise - Airport","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.708454","-121.617309"
"02/17/2021","AirNow","060070007","1","0.041","ppm","38","Paradise - Airport","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.708454","-121.617309"
"02/18/2021","AirNow","060070007","1","0.04","ppm","37","Paradise - Airport","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.708454","-121.617309"
"02/19/2021","AirNow","060070007","1","0.033","ppm","31","Paradise - Airport","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.708454","-121.617309"
"02/20/2021","AirNow","060070007","1","0.037","ppm","34","Paradise - Airport","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.708454","-121.617309"
"02/21/2021","AirNow","060070007","1","0.039","ppm","36","Paradise - Airport","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.708454","-121.617309"
"02/22/2021","AirNow","060070007","1","0.039","ppm","36","Paradise - Airport","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.708454","-121.617309"
"02/23/2021","AirNow","060070007","1","0.045","ppm","42","Paradise - Airport","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.708454","-121.617309"
"02/24/2021","AirNow","060070007","1","0.045","ppm","42","Paradise - Airport","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.708454","-121.617309"
"02/25/2021","AirNow","060070007","1","0.044","ppm","41","Paradise - Airport","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.708454","-121.617309"
"02/26/2021","AirNow","060070007","1","0.041","ppm","38","Paradise - Airport","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.708454","-121.617309"
"02/27/2021","AirNow","060070007","1","0.043","ppm","40","Paradise - Airport","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.708454","-121.617309"
"02/28/2021","AirNow","060070007","1","0.042","ppm","39","Paradise - Airport","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.708454","-121.617309"
"03/01/2021","AirNow","060070007","1","0.053","ppm","49","Paradise - Airport","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.708454","-121.617309"
"03/02/2021","AirNow","060070007","1","0.052","ppm","48","Paradise - Airport","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.708454","-121.617309"
"03/03/2021","AirNow","060070007","1","0.048","ppm","44","Paradise - Airport","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.708454","-121.617309"
"03/04/2021","AirNow","060070007","1","0.055","ppm","51","Paradise - Airport","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.708454","-121.617309"
"03/05/2021","AirNow","060070007","1","0.053","ppm","49","Paradise - Airport","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.708454","-121.617309"
"03/06/2021","AirNow","060070007","1","0.042","ppm","39","Paradise - Airport","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.708454","-121.617309"
"03/07/2021","AirNow","060070007","1","0.036","ppm","33","Paradise - Airport","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.708454","-121.617309"
"03/08/2021","AirNow","060070007","1","0.044","ppm","41","Paradise - Airport","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.708454","-121.617309"
"03/09/2021","AirNow","060070007","1","0.042","ppm","39","Paradise - Airport","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.708454","-121.617309"
"03/10/2021","AirNow","060070007","1","0.044","ppm","41","Paradise - Airport","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.708454","-121.617309"
"03/11/2021","AirNow","060070007","1","0.042","ppm","39","Paradise - Airport","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.708454","-121.617309"
"03/12/2021","AirNow","060070007","1","0.042","ppm","39","Paradise - Airport","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.708454","-121.617309"
"03/13/2021","AirNow","060070007","1","0.043","ppm","40","Paradise - Airport","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.708454","-121.617309"
"03/14/2021","AirNow","060070007","1","0.041","ppm","38","Paradise - Airport","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.708454","-121.617309"
"03/15/2021","AirNow","060070007","1","0.037","ppm","34","Paradise - Airport","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.708454","-121.617309"
"03/16/2021","AirNow","060070007","1","0.038","ppm","35","Paradise - Airport","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.708454","-121.617309"
"03/17/2021","AirNow","060070007","1","0.036","ppm","33","Paradise - Airport","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.708454","-121.617309"
"03/18/2021","AirNow","060070007","1","0.039","ppm","36","Paradise - Airport","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.708454","-121.617309"
"03/19/2021","AirNow","060070007","1","0.041","ppm","38","Paradise - Airport","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.708454","-121.617309"
"03/20/2021","AirNow","060070007","1","0.04","ppm","37","Paradise - Airport","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.708454","-121.617309"
"03/21/2021","AirNow","060070007","1","0.039","ppm","36","Paradise - Airport","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.708454","-121.617309"
"03/22/2021","AirNow","060070007","1","0.041","ppm","38","Paradise - Airport","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.708454","-121.617309"
"03/23/2021","AirNow","060070007","1","0.045","ppm","42","Paradise - Airport","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.708454","-121.617309"
"03/24/2021","AirNow","060070007","1","0.046","ppm","43","Paradise - Airport","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.708454","-121.617309"
"03/25/2021","AirNow","060070007","1","0.044","ppm","41","Paradise - Airport","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.708454","-121.617309"
"03/26/2021","AirNow","060070007","1","0.04","ppm","37","Paradise - Airport","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.708454","-121.617309"
"03/27/2021","AirNow","060070007","1","0.049","ppm","45","Paradise - Airport","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.708454","-121.617309"
"03/28/2021","AirNow","060070007","1","0.05","ppm","46","Paradise - Airport","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.708454","-121.617309"
"03/29/2021","AirNow","060070007","1","0.052","ppm","48","Paradise - Airport","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.708454","-121.617309"
"03/30/2021","AirNow","060070007","1","0.048","ppm","44","Paradise - Airport","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.708454","-121.617309"
"03/31/2021","AirNow","060070007","1","0.055","ppm","51","Paradise - Airport","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.708454","-121.617309"
"04/01/2021","AirNow","060070007","1","0.062","ppm","74","Paradise - Airport","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.708454","-121.617309"
"04/02/2021","AirNow","060070007","1","0.063","ppm","77","Paradise - Airport","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.708454","-121.617309"
"04/03/2021","AirNow","060070007","1","0.052","ppm","48","Paradise - Airport","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.708454","-121.617309"
"04/04/2021","AirNow","060070007","1","0.045","ppm","42","Paradise - Airport","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.708454","-121.617309"
"04/05/2021","AirNow","060070007","1","0.045","ppm","42","Paradise - Airport","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.708454","-121.617309"
"04/06/2021","AirNow","060070007","1","0.05","ppm","46","Paradise - Airport","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.708454","-121.617309"
"04/07/2021","AirNow","060070007","1","0.049","ppm","45","Paradise - Airport","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.708454","-121.617309"
"04/08/2021","AirNow","060070007","1","0.049","ppm","45","Paradise - Airport","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.708454","-121.617309"
"04/09/2021","AirNow","060070007","1","0.05","ppm","46","Paradise - Airport","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.708454","-121.617309"
"04/10/2021","AirNow","060070007","1","0.052","ppm","48","Paradise - Airport","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.708454","-121.617309"
"04/11/2021","AirNow","060070007","1","0.048","ppm","44","Paradise - Airport","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.708454","-121.617309"
"04/12/2021","AirNow","060070007","1","0.051","ppm","47","Paradise - Airport","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.708454","-121.617309"
"04/13/2021","AirNow","060070007","1","0.047","ppm","44","Paradise - Airport","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.708454","-121.617309"
"04/14/2021","AirNow","060070007","1","0.044","ppm","41","Paradise - Airport","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.708454","-121.617309"
"04/15/2021","AirNow","060070007","1","0.049","ppm","45","Paradise - Airport","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.708454","-121.617309"
"04/16/2021","AirNow","060070007","1","0.044","ppm","41","Paradise - Airport","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.708454","-121.617309"
"04/17/2021","AirNow","060070007","1","0.046","ppm","43","Paradise - Airport","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.708454","-121.617309"
"04/18/2021","AirNow","060070007","1","0.048","ppm","44","Paradise - Airport","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.708454","-121.617309"
"04/19/2021","AirNow","060070007","1","0.055","ppm","51","Paradise - Airport","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.708454","-121.617309"
"04/20/2021","AirNow","060070007","1","0.047","ppm","44","Paradise - Airport","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.708454","-121.617309"
"04/21/2021","AirNow","060070007","1","0.046","ppm","43","Paradise - Airport","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.708454","-121.617309"
"04/22/2021","AirNow","060070007","1","0.053","ppm","49","Paradise - Airport","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.708454","-121.617309"
"04/23/2021","AirNow","060070007","1","0.051","ppm","47","Paradise - Airport","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.708454","-121.617309"
"04/24/2021","AirNow","060070007","1","0.042","ppm","39","Paradise - Airport","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.708454","-121.617309"
"04/25/2021","AirNow","060070007","1","0.038","ppm","35","Paradise - Airport","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.708454","-121.617309"
"04/26/2021","AirNow","060070007","1","0.042","ppm","39","Paradise - Airport","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.708454","-121.617309"
"04/27/2021","AirNow","060070007","1","0.041","ppm","38","Paradise - Airport","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.708454","-121.617309"
"04/28/2021","AirNow","060070007","1","0.054","ppm","50","Paradise - Airport","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.708454","-121.617309"
"04/29/2021","AirNow","060070007","1","0.059","ppm","64","Paradise - Airport","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.708454","-121.617309"
"04/30/2021","AirNow","060070007","1","0.065","ppm","84","Paradise - Airport","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.708454","-121.617309"
"05/01/2021","AirNow","060070007","1","0.045","ppm","42","Paradise - Airport","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.708454","-121.617309"
"05/02/2021","AirNow","060070007","1","0.045","ppm","42","Paradise - Airport","20","83.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.708454","-121.617309"
"01/01/2021","AirNow","060070008","1","0.023","ppm","21","Chico-East Avenue","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"01/02/2021","AirNow","060070008","1","0.024","ppm","22","Chico-East Avenue","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"01/03/2021","AirNow","060070008","1","0.018","ppm","17","Chico-East Avenue","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"01/04/2021","AirNow","060070008","1","0.029","ppm","27","Chico-East Avenue","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"01/05/2021","AirNow","060070008","1","0.025","ppm","23","Chico-East Avenue","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"01/06/2021","AirNow","060070008","1","0.013","ppm","12","Chico-East Avenue","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"01/07/2021","AirNow","060070008","1","0.013","ppm","12","Chico-East Avenue","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"01/08/2021","AirNow","060070008","1","0.024","ppm","22","Chico-East Avenue","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"01/09/2021","AirNow","060070008","1","0.026","ppm","24","Chico-East Avenue","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"01/10/2021","AirNow","060070008","1","0.023","ppm","21","Chico-East Avenue","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"01/11/2021","AirNow","060070008","1","0.019","ppm","18","Chico-East Avenue","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"01/13/2021","AirNow","060070008","1","0.022","ppm","20","Chico-East Avenue","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"01/14/2021","AirNow","060070008","1","0.021","ppm","19","Chico-East Avenue","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"01/15/2021","AirNow","060070008","1","0.02","ppm","19","Chico-East Avenue","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"01/16/2021","AirNow","060070008","1","0.025","ppm","23","Chico-East Avenue","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"01/17/2021","AirNow","060070008","1","0.03","ppm","28","Chico-East Avenue","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"01/18/2021","AirNow","060070008","1","0.035","ppm","32","Chico-East Avenue","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"01/19/2021","AirNow","060070008","1","0.034","ppm","31","Chico-East Avenue","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"01/20/2021","AirNow","060070008","1","0.028","ppm","26","Chico-East Avenue","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"01/21/2021","AirNow","060070008","1","0.028","ppm","26","Chico-East Avenue","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"01/22/2021","AirNow","060070008","1","0.026","ppm","24","Chico-East Avenue","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"01/23/2021","AirNow","060070008","1","0.023","ppm","21","Chico-East Avenue","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"01/24/2021","AirNow","060070008","1","0.022","ppm","20","Chico-East Avenue","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"01/25/2021","AirNow","060070008","1","0.033","ppm","31","Chico-East Avenue","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"01/26/2021","AirNow","060070008","1","0.033","ppm","31","Chico-East Avenue","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"01/27/2021","AirNow","060070008","1","0.033","ppm","31","Chico-East Avenue","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"01/28/2021","AirNow","060070008","1","0.033","ppm","31","Chico-East Avenue","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"01/29/2021","AirNow","060070008","1","0.031","ppm","29","Chico-East Avenue","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"01/30/2021","AirNow","060070008","1","0.033","ppm","31","Chico-East Avenue","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"01/31/2021","AirNow","060070008","1","0.024","ppm","22","Chico-East Avenue","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"02/01/2021","AirNow","060070008","1","0.031","ppm","29","Chico-East Avenue","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"02/02/2021","AirNow","060070008","1","0.03","ppm","28","Chico-East Avenue","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"02/03/2021","AirNow","060070008","1","0.03","ppm","28","Chico-East Avenue","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"02/04/2021","AirNow","060070008","1","0.038","ppm","35","Chico-East Avenue","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"02/05/2021","AirNow","060070008","1","0.033","ppm","31","Chico-East Avenue","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"02/06/2021","AirNow","060070008","1","0.034","ppm","31","Chico-East Avenue","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"02/07/2021","AirNow","060070008","1","0.032","ppm","30","Chico-East Avenue","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"02/08/2021","AirNow","060070008","1","0.031","ppm","29","Chico-East Avenue","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"02/09/2021","AirNow","060070008","1","0.035","ppm","32","Chico-East Avenue","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"02/10/2021","AirNow","060070008","1","0.034","ppm","31","Chico-East Avenue","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"02/11/2021","AirNow","060070008","1","0.025","ppm","23","Chico-East Avenue","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"02/12/2021","AirNow","060070008","1","0.03","ppm","28","Chico-East Avenue","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"02/13/2021","AirNow","060070008","1","0.038","ppm","35","Chico-East Avenue","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"02/14/2021","AirNow","060070008","1","0.035","ppm","32","Chico-East Avenue","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"02/15/2021","AirNow","060070008","1","0.028","ppm","26","Chico-East Avenue","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"02/16/2021","AirNow","060070008","1","0.035","ppm","32","Chico-East Avenue","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"02/17/2021","AirNow","060070008","1","0.035","ppm","32","Chico-East Avenue","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"02/18/2021","AirNow","060070008","1","0.026","ppm","24","Chico-East Avenue","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"02/19/2021","AirNow","060070008","1","0.027","ppm","25","Chico-East Avenue","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"02/20/2021","AirNow","060070008","1","0.036","ppm","33","Chico-East Avenue","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"02/21/2021","AirNow","060070008","1","0.034","ppm","31","Chico-East Avenue","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"02/22/2021","AirNow","060070008","1","0.033","ppm","31","Chico-East Avenue","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"02/23/2021","AirNow","060070008","1","0.038","ppm","35","Chico-East Avenue","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"02/24/2021","AirNow","060070008","1","0.038","ppm","35","Chico-East Avenue","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"02/25/2021","AirNow","060070008","1","0.036","ppm","33","Chico-East Avenue","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"02/26/2021","AirNow","060070008","1","0.039","ppm","36","Chico-East Avenue","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"02/27/2021","AirNow","060070008","1","0.04","ppm","37","Chico-East Avenue","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"02/28/2021","AirNow","060070008","1","0.038","ppm","35","Chico-East Avenue","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"03/01/2021","AirNow","060070008","1","0.047","ppm","44","Chico-East Avenue","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"03/02/2021","AirNow","060070008","1","0.044","ppm","41","Chico-East Avenue","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"03/03/2021","AirNow","060070008","1","0.043","ppm","40","Chico-East Avenue","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"03/04/2021","AirNow","060070008","1","0.05","ppm","46","Chico-East Avenue","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"03/05/2021","AirNow","060070008","1","0.049","ppm","45","Chico-East Avenue","24","100.0000","44201","Ozone","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
